1527424527.0499277::RT @FCBarcelona: \ud83d\udd35\ud83d\udd34 Follow the Bar\u00e7a players involved in the 2018 World Cup in Russia https:\/\/t.co\/FVo7gt4imF #For\u00e7aBar\u00e7a!
1527424532.6152923::RT @FIFAWorldCup: \ud83c\uddf7\ud83c\uddfa An iconic location in every host city \n\n\ud83d\ude0d Check out some of the #FIFAFanFest sites for Russia 2018! \n\n\ud83d\ude4c\u00a0How much are y\u2026
1527424544.3926382::RT @BBCNews: Will Smith's World Cup song Live It Up released for Russia 2018 https:\/\/t.co\/opuKfjbRwg
1527424557.7010236::RT @FIFAWorldCup: \ud83c\uddf7\ud83c\uddfa An iconic location in every host city \n\n\ud83d\ude0d Check out some of the #FIFAFanFest sites for Russia 2018! \n\n\ud83d\ude4c\u00a0How much are y\u2026
1527424564.0500076::RT @Alexey__Kovalev: \"The \u2018Trouble Company\u2019 is made up of fans who supported CSKA Kiev\" \u2014 You are aware that Kiev is in Ukraine, not Russia\u2026
1527424567.9408376::RT @FIFAWorldCup: \ud83c\uddf7\ud83c\uddfa An iconic location in every host city \n\n\ud83d\ude0d Check out some of the #FIFAFanFest sites for Russia 2018! \n\n\ud83d\ude4c\u00a0How much are y\u2026
1527424571.2173243::Will Smith's World Cup song Live It Up released for Russia 2018 https:\/\/t.co\/yiFZV90rDL","display_text_range":[0,63],"source":"\u003ca href=\"https:\/\/ifttt.com\" rel=\"nofollow\"\u003eIFTTT\u003c\/a\u003e","truncated":false,"in_reply_to_status_id":null,"in_reply_to_status_id_str":null,"in_reply_to_user_id":null,"in_reply_to_user_id_str":null,"in_reply_to_screen_name":null,"user":{"id":836300801773490180,"id_str":"836300801773490180","name":"Ehsanul Hoque Shakil","screen_name":"Ehshanul_hoque","location":"Chittagong, Bangladesh","url":null,"description":null,"translator_type":"none","protected":false,"verified":false,"followers_count":4,"friends_count":104,"listed_count":0,"favourites_count":2,"statuses_count":6765,"created_at":"Mon Feb 27 19:43:43 +0000 2017","utc_offset":null,"time_zone":null,"geo_enabled":false,"lang":"en","contributors_enabled":false,"is_translator":false,"profile_background_color":"F5F8FA","profile_background_image_url":"","profile_background_image_url_https":"","profile_background_tile":false,"profile_link_color":"1DA1F2","profile_sidebar_border_color":"C0DEED","profile_sidebar_fill_color":"DDEEF6","profile_text_color":"333333","profile_use_background_image":true,"profile_image_url":"http:\/\/pbs.twimg.com\/profile_images\/836305107654356992\/CbzR8zko_normal.jpg","profile_image_url_https":"https:\/\/pbs.twimg.com\/profile_images\/836305107654356992\/CbzR8zko_normal.jpg","default_profile":true,"default_profile_image":false,"following":null,"follow_request_sent":null,"notifications":null},"geo":null,"coordinates":null,"place":null,"contributors":null,"is_quote_status":false,"quote_count":0,"reply_count":0,"retweet_count":0,"favorite_count":0,"entities":{"hashtags":[],"urls":[],"user_mentions":[],"symbols":[],"media":[{"id":1000717363640258560,"id_str":"1000717363640258560","indices":[64,87],"media_url":"http:\/\/pbs.twimg.com\/media\/DeNDI-RX0AAn8Bt.jpg","media_url_https":"https:\/\/pbs.twimg.com\/media\/DeNDI-RX0AAn8Bt.jpg","url":"https:\/\/t.co\/yiFZV90rDL","display_url":"pic.twitter.com\/yiFZV90rDL","expanded_url":"https:\/\/twitter.com\/Ehshanul_hoque\/status\/1000717363904499713\/photo\/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"small":{"w":680,"h":420,"resize":"fit"},"medium":{"w":800,"h":494,"resize":"fit"},"large":{"w":800,"h":494,"resize":"fit"}}}]},"extended_entities":{"media":[{"id":1000717363640258560,"id_str":"1000717363640258560","indices":[64,87],"media_url":"http:\/\/pbs.twimg.com\/media\/DeNDI-RX0AAn8Bt.jpg","media_url_https":"https:\/\/pbs.twimg.com\/media\/DeNDI-RX0AAn8Bt.jpg","url":"https:\/\/t.co\/yiFZV90rDL","display_url":"pic.twitter.com\/yiFZV90rDL","expanded_url":"https:\/\/twitter.com\/Ehshanul_hoque\/status\/1000717363904499713\/photo\/1","type":"photo","sizes":{"thumb":{"w":150,"h":150,"resize":"crop"},"small":{"w":680,"h":420,"resize":"fit"},"medium":{"w":800,"h":494,"resize":"fit"},"large":{"w":800,"h":494,"resize":"fit"}}}]},"favorited":false,"retweeted":false,"possibly_sensitive":false,"filter_level":"low","lang":"en","timestamp_ms":"1527424586641"}

1527424621.398706::RT @KremlinTrolls: Here's a warning to anybody thinking of going to the #WorldCup in Russia. #BoycottWorldCup2018 https:\/\/t.co\/wTH7bNi1Gj
1527424626.7181125::RT @guardian: World Cup 2018: how will your team fare in Russia? https:\/\/t.co\/iaiN91NiXC #WorldCup2018
