,Lat,Lon
0,59.95,30.3167
1,59.87900104,30.32131466
2,59.95,30.3167
3,59.95,30.3167
4,59.95,30.3167
5,59.86004021,30.23688601
6,55.7522,37.6156
7,59.86370531,30.32141805
8,60.02354679,30.37762642
9,50.45,30.52361111
10,59.94883755,30.28530781
11,59.95,30.31666667
12,59.95,30.3167
13,60.02261923,30.37660943
14,46.4881188,30.74115694
15,60.18095518,29.78638709
16,60.18025264,29.79696024
17,53.1667,48.4667
18,69.3531,88.1971
19,59.95,30.3167
20,59.95,30.3167
21,59.94064064,30.3416045
22,59.94469685,30.3338684
23,55.7833,49.1667
24,59.9172,30.4698
25,59.97307578,30.33677101
26,59.8485,30.1488
27,59.92560858,30.33275392
28,59.96402127,30.34382381
29,59.8454,30.3618
30,55.75726111,37.62268333
31,60.0326,30.1416
32,59.86004021,30.23688601
33,59.9374,30.4893
34,59.95201,30.30107
35,59.99849774,30.37668054
36,59.934,30.2756
37,59.95,30.3167
38,59.92924484,30.41229606
39,59.8594,29.9379
40,55.71566062,37.55386947
41,60.00052797,30.37157512
42,59.8199,30.3249
43,59.8419,30.1132
44,55.7522,37.6156
45,43.1333,131.9
46,60.0502,30.4222
47,55.71583333,37.55361111
48,59.8262,30.1546
49,59.93058601,30.3534137
50,55.53811,37.36294
51,59.859,30.3251
52,59.9279,30.3583
53,44.5666268,38.07430088
54,60.0509,30.3859
55,59.95,30.31666667
56,59.9121,30.3045
57,59.8575,30.4705
58,59.95,30.3167
59,59.8636,30.5145
60,60.0166,30.2843
61,59.98045,30.32683694
62,59.8749,30.3117
63,59.93488038,30.356591
64,59.8613,30.2962
65,59.95,30.3167
66,57.62815,39.86928
67,59.75963999,30.35215095
68,55.03002,82.92908
69,55.71573883,37.55386514
70,60.00838456,30.25900343
71,59.95,30.31666667
72,55.71565318,37.55386591
73,55.7522,37.6156
74,51.138,71.4249
75,59.9343,30.3245
76,60.00340935,30.29616582
77,55.71570937,37.55372107
78,59.89,30.43
79,59.99848849,30.30018769
80,54.917441,37.424159
81,54.91746579,37.42415302
82,45.03333333,38.98333333
83,59.95,30.3167
84,59.93963302,30.32502182
85,59.93479572,30.33067703
86,59.9354922,30.32701196
87,56.83765,60.59891
88,59.894375,30.51766362
89,59.8941682,30.51375389
90,59.95,30.3167
91,59.87900104,30.32131466
92,59.95,30.3167
93,59.95,30.3167
94,59.95,30.3167
95,59.86004021,30.23688601
96,55.7522,37.6156
97,59.86370531,30.32141805
98,60.02354679,30.37762642
99,50.45,30.52361111
100,59.94883755,30.28530781
101,59.95,30.31666667
102,59.95,30.3167
103,59.95,30.3167
104,59.87900104,30.32131466
105,59.95,30.3167
106,59.95,30.3167
107,59.95,30.3167
108,59.86004021,30.23688601
109,55.7522,37.6156
110,59.86370531,30.32141805
111,60.02354679,30.37762642
112,50.45,30.52361111
113,59.94883755,30.28530781
114,59.95,30.31666667
115,59.95,30.3167
116,60.02261923,30.37660943
117,46.4881188,30.74115694
118,60.18095518,29.78638709
119,60.18025264,29.79696024
120,53.1667,48.4667
121,69.3531,88.1971
122,59.95,30.3167
123,59.95,30.3167
124,59.94064064,30.3416045
125,59.94469685,30.3338684
126,55.7833,49.1667
127,59.9172,30.4698
128,59.97307578,30.33677101
129,59.8485,30.1488
130,59.92560858,30.33275392
131,59.96402127,30.34382381
132,59.8454,30.3618
133,55.75726111,37.62268333
134,60.0326,30.1416
135,59.86004021,30.23688601
136,59.9374,30.4893
137,59.95201,30.30107
138,59.99849774,30.37668054
139,59.934,30.2756
140,59.95,30.3167
141,59.92924484,30.41229606
142,59.8594,29.9379
143,55.71566062,37.55386947
144,60.00052797,30.37157512
145,59.8199,30.3249
146,59.8419,30.1132
147,55.7522,37.6156
148,43.1333,131.9
149,60.0502,30.4222
150,55.71583333,37.55361111
151,59.8262,30.1546
152,59.93058601,30.3534137
153,55.53811,37.36294
154,59.859,30.3251
155,59.9279,30.3583
156,44.5666268,38.07430088
157,60.0509,30.3859
158,59.95,30.31666667
159,59.9121,30.3045
160,59.8575,30.4705
161,59.95,30.3167
162,59.8636,30.5145
163,60.0166,30.2843
164,59.98045,30.32683694
165,59.8749,30.3117
166,59.93488038,30.356591
167,59.8613,30.2962
168,59.95,30.3167
169,57.62815,39.86928
170,59.75963999,30.35215095
171,55.03002,82.92908
172,55.71573883,37.55386514
173,60.00838456,30.25900343
174,59.95,30.31666667
175,55.71565318,37.55386591
176,59.95,30.3167
177,59.87900104,30.32131466
178,59.95,30.3167
179,59.95,30.3167
180,59.95,30.3167
181,59.86004021,30.23688601
182,55.7522,37.6156
183,59.86370531,30.32141805
184,60.02354679,30.37762642
185,50.45,30.52361111
186,59.94883755,30.28530781
187,59.95,30.31666667
188,59.95,30.3167
189,60.02261923,30.37660943
190,46.4881188,30.74115694
191,60.18095518,29.78638709
192,60.18025264,29.79696024
193,53.1667,48.4667
194,69.3531,88.1971
195,59.95,30.3167
196,59.95,30.3167
197,59.95,30.3167
198,59.87900104,30.32131466
199,59.95,30.3167
200,59.95,30.3167
201,59.95,30.3167
202,59.86004021,30.23688601
203,55.7522,37.6156
204,59.86370531,30.32141805
205,60.02354679,30.37762642
206,50.45,30.52361111
207,59.94883755,30.28530781
208,59.95,30.31666667
209,59.95,30.3167
210,60.02261923,30.37660943
211,46.4881188,30.74115694
212,60.18095518,29.78638709
213,60.18025264,29.79696024
214,53.1667,48.4667
215,69.3531,88.1971
216,59.95,30.3167
217,59.95,30.3167
218,59.94064064,30.3416045
219,59.94469685,30.3338684
220,55.7833,49.1667
221,59.9172,30.4698
222,59.97307578,30.33677101
223,59.8485,30.1488
224,59.92560858,30.33275392
225,59.96402127,30.34382381
226,59.8454,30.3618
227,55.75726111,37.62268333
228,60.0326,30.1416
229,59.86004021,30.23688601
230,59.9374,30.4893
231,59.95201,30.30107
232,59.99849774,30.37668054
233,59.934,30.2756
234,59.95,30.3167
235,59.92924484,30.41229606
236,59.8594,29.9379
237,55.71566062,37.55386947
238,60.00052797,30.37157512
239,59.8199,30.3249
240,59.8419,30.1132
241,55.7522,37.6156
242,43.1333,131.9
243,60.0502,30.4222
244,55.71583333,37.55361111
245,59.8262,30.1546
246,59.93058601,30.3534137
247,55.53811,37.36294
248,59.859,30.3251
249,59.9279,30.3583
250,44.5666268,38.07430088
251,60.0509,30.3859
252,59.95,30.31666667
253,59.9121,30.3045
254,59.8575,30.4705
255,59.95,30.3167
256,59.8636,30.5145
257,60.0166,30.2843
258,59.98045,30.32683694
259,59.8749,30.3117
260,59.93488038,30.356591
261,59.8613,30.2962
262,59.95,30.3167
263,57.62815,39.86928
264,59.75963999,30.35215095
265,55.03002,82.92908
266,55.71573883,37.55386514
267,60.00838456,30.25900343
268,59.95,30.31666667
269,55.71565318,37.55386591
270,55.7522,37.6156
271,51.138,71.4249
272,59.9343,30.3245
273,60.00340935,30.29616582
274,55.71570937,37.55372107
275,59.89,30.43
276,59.99848849,30.30018769
277,54.917441,37.424159
278,54.91746579,37.42415302
279,45.03333333,38.98333333
280,59.95,30.3167
281,59.93963302,30.32502182
282,59.93479572,30.33067703
283,59.95,30.3167
284,59.87900104,30.32131466
285,59.95,30.3167
286,59.95,30.3167
287,59.95,30.3167
288,59.86004021,30.23688601
289,55.7522,37.6156
290,59.86370531,30.32141805
291,60.02354679,30.37762642
292,50.45,30.52361111
293,59.94883755,30.28530781
294,59.95,30.31666667
295,59.95,30.3167
296,60.02261923,30.37660943
297,46.4881188,30.74115694
298,60.18095518,29.78638709
299,60.18025264,29.79696024
300,53.1667,48.4667
301,69.3531,88.1971
302,59.95,30.3167
303,59.95,30.3167
304,59.94064064,30.3416045
305,59.94469685,30.3338684
306,55.7833,49.1667
307,59.9172,30.4698
308,59.97307578,30.33677101
309,59.8485,30.1488
310,59.92560858,30.33275392
311,59.96402127,30.34382381
312,59.8454,30.3618
313,55.75726111,37.62268333
314,60.0326,30.1416
315,59.86004021,30.23688601
316,59.9374,30.4893
317,59.95201,30.30107
318,59.99849774,30.37668054
319,59.934,30.2756
320,59.95,30.3167
321,59.92924484,30.41229606
322,59.8594,29.9379
323,55.71566062,37.55386947
324,60.00052797,30.37157512
325,59.8199,30.3249
326,59.8419,30.1132
327,55.7522,37.6156
328,43.1333,131.9
329,60.0502,30.4222
330,55.71583333,37.55361111
331,59.8262,30.1546
332,59.93058601,30.3534137
333,55.53811,37.36294
334,59.859,30.3251
335,59.9279,30.3583
336,44.5666268,38.07430088
337,60.0509,30.3859
338,59.95,30.31666667
339,59.9121,30.3045
340,59.8575,30.4705
341,59.95,30.3167
342,59.8636,30.5145
343,60.0166,30.2843
344,59.98045,30.32683694
345,59.8749,30.3117
346,59.93488038,30.356591
347,59.8613,30.2962
348,59.95,30.3167
349,57.62815,39.86928
350,59.75963999,30.35215095
351,55.03002,82.92908
352,55.71573883,37.55386514
353,60.00838456,30.25900343
354,59.95,30.31666667
355,55.71565318,37.55386591
356,55.7522,37.6156
357,51.138,71.4249
358,59.9343,30.3245
359,60.00340935,30.29616582
360,55.71570937,37.55372107
361,59.89,30.43
362,59.99848849,30.30018769
363,54.917441,37.424159
364,54.91746579,37.42415302
365,45.03333333,38.98333333
366,59.95,30.3167
367,59.93963302,30.32502182
368,59.93479572,30.33067703
369,59.9354922,30.32701196
370,56.83765,60.59891
371,59.894375,30.51766362
372,59.8941682,30.51375389
373,42.1432,47.095
374,59.7596283,30.3633499
375,59.93530523,30.33685765
376,59.95,30.3167
377,55.71565318,37.55386591
378,59.96087499,30.30692631
379,59.95,30.3167
380,60.03382274,30.2998249
381,59.89756563,30.26408868
382,59.941005,30.32541167
383,60.01952398,30.31909953
384,55.73918,37.57495
385,59.95,30.3167
386,55.71573883,37.55386514
387,59.95,30.3167
388,59.83293283,30.21555934
389,59.95,30.3167
390,53.20943731,50.17102401
391,59.95,30.3167
392,59.95966329,30.30302931
393,53.35043,83.69448
394,59.95,30.31666667
395,59.95,30.3167
396,57.6167,39.85
397,59.9321098,30.2513599
398,59.95,30.3167
399,59.87900104,30.32131466
400,59.95,30.3167
401,59.95,30.3167
402,59.95,30.3167
403,59.86004021,30.23688601
404,55.7522,37.6156
405,59.86370531,30.32141805
406,59.95,30.3167
407,59.87900104,30.32131466
408,59.95,30.3167
409,59.95,30.3167
410,59.95,30.3167
411,59.86004021,30.23688601
412,55.7522,37.6156
413,59.86370531,30.32141805
414,60.02354679,30.37762642
415,50.45,30.52361111
416,59.94883755,30.28530781
417,59.95,30.31666667
418,59.95,30.3167
419,60.02261923,30.37660943
420,46.4881188,30.74115694
421,60.18095518,29.78638709
422,60.18025264,29.79696024
423,53.1667,48.4667
424,69.3531,88.1971
425,59.95,30.3167
426,59.95,30.3167
427,59.94064064,30.3416045
428,59.94469685,30.3338684
429,55.7833,49.1667
430,59.9172,30.4698
431,59.97307578,30.33677101
432,59.8485,30.1488
433,59.92560858,30.33275392
434,59.96402127,30.34382381
435,59.8454,30.3618
436,55.75726111,37.62268333
437,60.0326,30.1416
438,59.86004021,30.23688601
439,59.9374,30.4893
440,59.95201,30.30107
441,59.99849774,30.37668054
442,59.934,30.2756
443,59.95,30.3167
444,59.92924484,30.41229606
445,59.8594,29.9379
446,55.71566062,37.55386947
447,60.00052797,30.37157512
448,59.8199,30.3249
449,59.8419,30.1132
450,55.7522,37.6156
451,43.1333,131.9
452,60.0502,30.4222
453,55.71583333,37.55361111
454,59.8262,30.1546
455,59.93058601,30.3534137
456,55.53811,37.36294
457,59.859,30.3251
458,59.9279,30.3583
459,44.5666268,38.07430088
460,60.0509,30.3859
461,59.95,30.31666667
462,59.9121,30.3045
463,59.8575,30.4705
464,59.95,30.3167
465,59.8636,30.5145
466,60.0166,30.2843
467,59.98045,30.32683694
468,59.8749,30.3117
469,59.93488038,30.356591
470,59.8613,30.2962
471,59.95,30.3167
472,57.62815,39.86928
473,59.75963999,30.35215095
474,55.03002,82.92908
475,55.71573883,37.55386514
476,60.00838456,30.25900343
477,59.95,30.31666667
478,55.71565318,37.55386591
479,55.7522,37.6156
480,51.138,71.4249
481,59.9343,30.3245
482,60.00340935,30.29616582
483,55.71570937,37.55372107
484,59.89,30.43
485,59.99848849,30.30018769
486,54.917441,37.424159
487,54.91746579,37.42415302
488,45.03333333,38.98333333
489,59.95,30.3167
490,59.93963302,30.32502182
491,59.93479572,30.33067703
492,59.9354922,30.32701196
493,56.83765,60.59891
494,59.894375,30.51766362
495,59.8941682,30.51375389
496,42.1432,47.095
497,59.7596283,30.3633499
498,59.93530523,30.33685765
499,59.95,30.3167
500,55.71565318,37.55386591
501,59.96087499,30.30692631
502,59.95,30.3167
503,60.03382274,30.2998249
504,59.89756563,30.26408868
505,59.941005,30.32541167
506,60.01952398,30.31909953
507,55.73918,37.57495
508,59.95,30.3167
509,55.71573883,37.55386514
510,59.95,30.3167
511,59.83293283,30.21555934
512,59.95,30.3167
513,53.20943731,50.17102401
514,59.95,30.3167
515,59.95966329,30.30302931
516,53.35043,83.69448
517,59.95,30.31666667
518,59.95,30.3167
519,59.95,30.3167
520,59.87900104,30.32131466
521,59.95,30.3167
522,59.95,30.3167
523,59.95,30.3167
524,59.86004021,30.23688601
525,55.7522,37.6156
526,59.86370531,30.32141805
527,60.02354679,30.37762642
528,50.45,30.52361111
529,59.94883755,30.28530781
530,59.95,30.31666667
531,59.95,30.3167
532,60.02261923,30.37660943
533,46.4881188,30.74115694
534,59.95,30.3167
535,59.87900104,30.32131466
536,59.95,30.3167
537,59.95,30.3167
538,59.95,30.3167
539,59.86004021,30.23688601
540,55.7522,37.6156
541,59.86370531,30.32141805
542,60.02354679,30.37762642
543,50.45,30.52361111
544,59.94883755,30.28530781
545,59.95,30.31666667
546,59.95,30.3167
547,60.02261923,30.37660943
548,46.4881188,30.74115694
549,60.18095518,29.78638709
550,60.18025264,29.79696024
551,53.1667,48.4667
552,69.3531,88.1971
553,59.95,30.3167
554,59.95,30.3167
555,59.94064064,30.3416045
556,59.94469685,30.3338684
557,55.7833,49.1667
558,59.9172,30.4698
559,59.97307578,30.33677101
560,59.8485,30.1488
561,59.92560858,30.33275392
562,59.96402127,30.34382381
563,59.8454,30.3618
564,55.75726111,37.62268333
565,60.0326,30.1416
566,59.86004021,30.23688601
567,59.9374,30.4893
568,59.95201,30.30107
569,59.99849774,30.37668054
570,59.934,30.2756
571,59.95,30.3167
572,59.92924484,30.41229606
573,59.8594,29.9379
574,55.71566062,37.55386947
575,60.00052797,30.37157512
576,59.8199,30.3249
577,59.8419,30.1132
578,55.7522,37.6156
579,43.1333,131.9
580,60.0502,30.4222
581,55.71583333,37.55361111
582,59.8262,30.1546
583,59.93058601,30.3534137
584,55.53811,37.36294
585,59.859,30.3251
586,59.9279,30.3583
587,44.5666268,38.07430088
588,60.0509,30.3859
589,59.95,30.31666667
590,59.9121,30.3045
591,59.8575,30.4705
592,59.95,30.3167
593,59.8636,30.5145
594,60.0166,30.2843
595,59.98045,30.32683694
596,59.8749,30.3117
597,59.93488038,30.356591
598,59.8613,30.2962
599,59.95,30.3167
600,57.62815,39.86928
601,59.75963999,30.35215095
602,55.03002,82.92908
603,55.71573883,37.55386514
604,60.00838456,30.25900343
605,59.95,30.31666667
606,55.71565318,37.55386591
607,55.7522,37.6156
608,51.138,71.4249
609,59.9343,30.3245
610,60.00340935,30.29616582
611,55.71570937,37.55372107
612,59.89,30.43
613,59.99848849,30.30018769
614,54.917441,37.424159
615,54.91746579,37.42415302
616,45.03333333,38.98333333
617,59.95,30.3167
618,59.93963302,30.32502182
619,59.93479572,30.33067703
620,59.9354922,30.32701196
621,56.83765,60.59891
622,59.894375,30.51766362
623,59.8941682,30.51375389
624,42.1432,47.095
625,59.7596283,30.3633499
626,59.93530523,30.33685765
627,59.95,30.3167
628,55.71565318,37.55386591
629,59.96087499,30.30692631
630,59.95,30.3167
631,60.03382274,30.2998249
632,59.89756563,30.26408868
633,59.941005,30.32541167
634,60.01952398,30.31909953
635,55.73918,37.57495
636,59.95,30.3167
637,55.71573883,37.55386514
638,59.95,30.3167
639,59.83293283,30.21555934
640,59.95,30.3167
641,53.20943731,50.17102401
642,59.95,30.3167
643,59.95966329,30.30302931
644,59.95,30.3167
645,59.87900104,30.32131466
646,59.95,30.3167
647,59.95,30.3167
648,59.95,30.3167
649,59.86004021,30.23688601
650,55.7522,37.6156
651,59.86370531,30.32141805
652,60.02354679,30.37762642
653,50.45,30.52361111
654,59.94883755,30.28530781
655,59.95,30.31666667
656,59.95,30.3167
657,60.02261923,30.37660943
658,46.4881188,30.74115694
659,60.18095518,29.78638709
660,60.18025264,29.79696024
661,53.1667,48.4667
662,69.3531,88.1971
663,59.95,30.3167
664,59.87900104,30.32131466
665,59.95,30.3167
666,59.95,30.3167
667,59.95,30.3167
668,59.86004021,30.23688601
669,55.7522,37.6156
670,59.86370531,30.32141805
671,60.02354679,30.37762642
672,50.45,30.52361111
673,59.94883755,30.28530781
674,59.95,30.31666667
675,59.95,30.3167
676,60.02261923,30.37660943
677,46.4881188,30.74115694
678,60.18095518,29.78638709
679,60.18025264,29.79696024
680,53.1667,48.4667
681,69.3531,88.1971
682,59.95,30.3167
683,59.95,30.3167
684,59.94064064,30.3416045
685,59.94469685,30.3338684
686,55.7833,49.1667
687,59.9172,30.4698
688,59.97307578,30.33677101
689,59.8485,30.1488
690,59.92560858,30.33275392
691,59.96402127,30.34382381
692,59.8454,30.3618
693,55.75726111,37.62268333
694,60.0326,30.1416
695,59.86004021,30.23688601
696,59.9374,30.4893
697,59.95201,30.30107
698,59.99849774,30.37668054
699,59.934,30.2756
700,59.95,30.3167
701,59.92924484,30.41229606
702,59.8594,29.9379
703,55.71566062,37.55386947
